Inspect_Rate,Precision,Recall
100,0.08292130201895344,0.8572949946751863
99,0.08292130201895344,0.8572949946751863
98,0.08292130201895344,0.8572949946751863
97,0.08292130201895344,0.8572949946751863
96,0.08292130201895344,0.8572949946751863
95,0.08292130201895344,0.8572949946751863
94,0.08292130201895344,0.8572949946751863
93,0.08292130201895344,0.8572949946751863
92,0.08292130201895344,0.8572949946751863
91,0.08292130201895344,0.8572949946751863
90,0.08292130201895344,0.8572949946751863
89,0.08292130201895344,0.8572949946751863
88,0.08292130201895344,0.8572949946751863
87,0.08292130201895344,0.8572949946751863
86,0.08292130201895344,0.8572949946751863
85,0.08292130201895344,0.8572949946751863
84,0.08292130201895344,0.8572949946751863
83,0.08292130201895344,0.8572949946751863
82,0.08292130201895344,0.8572949946751863
81,0.08292130201895344,0.8572949946751863
80,0.08292130201895344,0.8572949946751863
79,0.08292130201895344,0.8572949946751863
78,0.10237903301400424,0.8308230640499011
77,0.10237903301400424,0.8308230640499011
76,0.10237903301400424,0.8308230640499011
75,0.10237903301400424,0.8308230640499011
74,0.10237903301400424,0.8308230640499011
73,0.10237903301400424,0.8308230640499011
72,0.10237903301400424,0.8308230640499011
71,0.10237903301400424,0.8308230640499011
70,0.10237903301400424,0.8308230640499011
69,0.10237903301400424,0.8308230640499011
68,0.10237903301400424,0.8308230640499011
67,0.10237903301400424,0.8308230640499011
66,0.10237903301400424,0.8308230640499011
65,0.10237903301400424,0.8308230640499011
64,0.10237903301400424,0.8308230640499011
63,0.10237903301400424,0.8308230640499011
62,0.10237903301400424,0.8308230640499011
61,0.1098860787870142,0.8203255743191845
60,0.1098860787870142,0.8203255743191845
59,0.10237903301400424,0.8308230640499011
58,0.1098860787870142,0.8203255743191845
57,0.10237903301400424,0.8308230640499011
56,0.11239951176396314,0.8125665601703941
55,0.11239951176396314,0.8125665601703941
54,0.11530931871574002,0.806481058877225
53,0.11530931871574002,0.806481058877225
52,0.1175854538972325,0.8028297581013236
51,0.12045192529398202,0.7947664688878746
50,0.12045192529398202,0.7947664688878746
49,0.12045192529398202,0.7947664688878746
48,0.13034542723895345,0.7526243724326791
47,0.12045192529398202,0.7947664688878746
46,0.13034542723895345,0.7526243724326791
45,0.13034542723895345,0.7526243724326791
44,0.13034542723895345,0.7526243724326791
43,0.13232758620689655,0.7472995588011563
42,0.13435626684265523,0.7433439829605963
41,0.13583069527494432,0.7050053248136315
40,0.13583069527494432,0.7050053248136315
39,0.16301969365426697,0.31735889243876464
38,0.16301969365426697,0.31735889243876464
37,0.16301969365426697,0.31735889243876464
36,0.16301969365426697,0.31735889243876464
35,0.16301969365426697,0.31735889243876464
34,0.16301969365426697,0.31735889243876464
33,0.16301969365426697,0.31735889243876464
32,0.16301969365426697,0.31735889243876464
31,0.16301969365426697,0.31735889243876464
30,0.16301969365426697,0.31735889243876464
29,0.16301969365426697,0.31735889243876464
28,0.16301969365426697,0.31735889243876464
27,0.16301969365426697,0.31735889243876464
26,0.16301969365426697,0.31735889243876464
25,0.16301969365426697,0.31735889243876464
24,0.16301969365426697,0.31735889243876464
23,0.16301969365426697,0.31735889243876464
22,0.16301969365426697,0.31735889243876464
21,0.16301969365426697,0.31735889243876464
20,0.16301969365426697,0.31735889243876464
19,0.16301969365426697,0.31735889243876464
18,0.16301969365426697,0.31735889243876464
17,0.16301969365426697,0.31735889243876464
16,0.16301969365426697,0.31735889243876464
15,0.16301969365426697,0.31735889243876464
14,0.1668382226797049,0.29590750038034386
13,0.18160651920838183,0.07120036513007759
12,0.18160651920838183,0.07120036513007759
11,0.18160651920838183,0.07120036513007759
10,0.18160651920838183,0.07120036513007759
9,0.18160651920838183,0.07120036513007759
8,0.18160651920838183,0.07120036513007759
7,0.18160651920838183,0.07120036513007759
6,0.18160651920838183,0.07120036513007759
5,0.18160651920838183,0.07120036513007759
4,0.18160651920838183,0.07120036513007759
3,0.18160651920838183,0.07120036513007759
2,0.2043343653250774,0.010041077133728891
1,0.2043343653250774,0.010041077133728891
0,,0.0
