iter	Logloss
303	0.3589861747
304	0.3586622105
305	0.3584699888
306	0.3580892921
307	0.3575577166
308	0.3573341057
309	0.3570026526
310	0.3567812453
311	0.3565052567
312	0.356113255
313	0.3556967487
314	0.3553358967
315	0.3549031665
316	0.3546706299
317	0.35426562
318	0.3540826481
319	0.3536675586
320	0.3535108412
321	0.3532282796
322	0.3529529523
323	0.3525835611
324	0.3522968857
325	0.3516201582
326	0.3514344294
327	0.3508717229
328	0.3501291459
329	0.3498320659
330	0.3494360431
331	0.3491127597
332	0.3489071272
333	0.3486331945
334	0.3480994921
335	0.3478382335
336	0.3476343587
337	0.347036349
338	0.3468512712
339	0.3466039677
340	0.3463863651
341	0.3457759842
342	0.3455133535
343	0.3453850863
344	0.3450956103
345	0.3448122188
346	0.3438475278
347	0.3436955106
348	0.3435238925
349	0.3432469525
350	0.3430390991
351	0.3423424092
352	0.3420934776
353	0.3417914046
354	0.3412664016
355	0.3409753909
356	0.340782017
357	0.3402364675
358	0.3401078577
359	0.3395481151
360	0.3391685618
361	0.3389137114
362	0.3386922211
363	0.3383806506
364	0.3379983415
365	0.3376395004
366	0.3372625936
367	0.3369537126
368	0.336617094
369	0.3363428584
370	0.3361247233
371	0.3358497391
372	0.3356160273
373	0.3353345214
374	0.3350323609
375	0.3348356335
376	0.3343075146
377	0.3341268635
378	0.3339579413
379	0.3337452245
380	0.3334985772
381	0.3332684486
382	0.3330110342
383	0.3326368257
384	0.3324602133
385	0.3321811251
386	0.3320830001
387	0.3318312249
388	0.3316195101
389	0.3314522874
390	0.330881921
391	0.3304121104
392	0.3301516213
393	0.3298488526
394	0.3296817446
395	0.3295514085
396	0.3293377903
397	0.3291122695
398	0.3288092524
399	0.3285813943
400	0.3284269213
401	0.3282364184
402	0.3278821493
403	0.3274521292
404	0.32713992
405	0.32679001
406	0.3265651782
407	0.3263727404
408	0.3261911627
409	0.3260746423
410	0.3257865724
411	0.3256392851
412	0.3253582225
413	0.3251141592
414	0.3249157453
415	0.3248126628
416	0.3244099055
417	0.3242602585
418	0.3239812217
419	0.3238538711
420	0.3235431392
421	0.323357495
422	0.323246284
423	0.3229437148
424	0.3226977586
425	0.3225205773
426	0.3223613081
427	0.3220496488
428	0.3218287697
429	0.3215696279
430	0.3213822341
431	0.3212531787
432	0.3211419842
433	0.3210034931
434	0.3209098595
435	0.3207865804
436	0.320524285
437	0.3203372312
438	0.3201014768
439	0.3194134671
440	0.3192331336
441	0.3190230711
442	0.3187634559
443	0.3184447188
444	0.318286668
445	0.3181181525
446	0.3178802496
447	0.3176990719
448	0.3173825216
449	0.3169073074
450	0.3167370289
451	0.3165768762
452	0.3163288615
453	0.3159067472
454	0.3156304035
455	0.3154105074
456	0.315152868
457	0.3149149398
458	0.3145400454
459	0.3143638148
460	0.3141011429
461	0.3139618642
462	0.3138351995
463	0.3136823846
464	0.3134533264
465	0.3131812697
466	0.3130306894
467	0.3128210118
468	0.3126055187
469	0.3124874109
470	0.3120779621
471	0.31190824
472	0.3117158588
473	0.3115581748
474	0.3113111275
475	0.3111731783
476	0.3110361797
477	0.3109160507
478	0.31027647
479	0.3101458124
480	0.3099841791
481	0.3097619402
482	0.3095760709
483	0.3094427233
484	0.3093464347
485	0.309162299
486	0.3090535755
487	0.3089244064
488	0.3088046954
489	0.3086388525
490	0.3084679189
491	0.3083057062
492	0.3081735072
493	0.307924334
494	0.3078094321
495	0.3076502396
496	0.30753332
497	0.3073735738
498	0.3072375168
499	0.3070063221
500	0.3068640302
501	0.3066038684
502	0.3063920962
503	0.306273005
504	0.3059681699
505	0.3055185569
506	0.3052371452
507	0.3050337139
508	0.3045641092
509	0.3043591098
510	0.3042266025
511	0.3039694929
512	0.3037920734
513	0.3036260903
514	0.3034055202
515	0.3032366328
516	0.3030830305
517	0.3028517999
518	0.3027109672
519	0.3025618742
520	0.3023199457
521	0.302131783
522	0.30201451
523	0.3017761165
524	0.3016155018
525	0.3014363997
526	0.3012763074
527	0.3011864618
528	0.3010510274
529	0.3008754964
530	0.3006911922
531	0.3002661269
532	0.2999754165
533	0.2997819031
534	0.2996075698
535	0.2993341621
536	0.2991647431
537	0.299032807
538	0.2986918084
539	0.2985203351
540	0.298358217
541	0.2981960373
542	0.2980853616
543	0.2979600314
544	0.2978277483
545	0.2975946654
546	0.2975096429
547	0.2973379422
548	0.2972164403
549	0.2970846311
550	0.2969372093
551	0.2967258682
552	0.2966410033
553	0.296521329
554	0.2963204467
555	0.2962442163
556	0.2960884205
557	0.2959660802
558	0.2958452884
559	0.2957407305
560	0.2955962176
561	0.295061467
562	0.2947605734
563	0.2945084182
564	0.2943588556
565	0.2942510922
566	0.2940990658
567	0.2939639061
568	0.2938001278
569	0.2936243552
570	0.2934868371
571	0.2933833732
572	0.2931939737
573	0.2930299793
574	0.2926681188
575	0.2925954727
576	0.2924778305
577	0.2921106693
578	0.2919260195
579	0.2917581922
580	0.2916418163
581	0.291461482
582	0.2913638401
583	0.2912023604
584	0.2910823223
585	0.2909062187
586	0.2907753101
587	0.2906002621
588	0.2905221725
589	0.2902893399
590	0.2901545483
591	0.2900032951
592	0.2896579841
593	0.2894889559
594	0.2893810639
595	0.2892799041
596	0.2891200796
597	0.2890195163
598	0.2888515726
599	0.2887782196
600	0.2885956118
601	0.288475489
602	0.2883320709
603	0.2881597802
604	0.287976043
605	0.2878537117
606	0.2877479602
607	0.2875734254
608	0.2874437198
609	0.2873227494
610	0.2871871354
611	0.287095423
612	0.2869254778
613	0.2867410609
614	0.2866216622
615	0.2865229476
616	0.2863500757
617	0.2860157095
618	0.2859190327
619	0.2858049694
620	0.285627743
621	0.2855202658
622	0.2854067062
623	0.2853107872
624	0.2850627862
625	0.2847992114
626	0.2846501481
627	0.2845044284
628	0.2844005317
629	0.2842923545
630	0.2841672166
631	0.2839852398
632	0.2838137667
633	0.2836587077
634	0.2835142846
635	0.2833833661
636	0.2831215783
637	0.2830190925
638	0.2829215288
639	0.2827951086
640	0.282685158
641	0.2824985745
642	0.2823877695
643	0.2822873576
644	0.2820859524
645	0.2816452196
646	0.2815333162
647	0.2814158199
648	0.281292752
649	0.2811679289
650	0.2810713063
651	0.2809563361
652	0.2808166973
653	0.2806692213
654	0.2805535415
655	0.2804048698
656	0.2802548625
657	0.2801505652
658	0.2800013141
659	0.2799014491
660	0.2798184147
661	0.2795765353
662	0.2795002184
663	0.2793994001
664	0.2792235107
665	0.2791377092
666	0.2789446504
667	0.2788814087
668	0.2787193985
669	0.2785233046
670	0.2784253527
671	0.2783501441
672	0.2782539417
673	0.27815913
674	0.2780173261
675	0.2778928905
676	0.2778137017
677	0.2776231457
678	0.2775128241
679	0.2774129616
680	0.2773373534
681	0.27716458
682	0.2770879242
683	0.2769595771
684	0.2766675206
685	0.2765700826
686	0.2764430458
687	0.2763062101
688	0.2761943201
689	0.2759843683
690	0.2759163801
691	0.2757355434
692	0.2756197877
693	0.2754524407
694	0.2752699144
695	0.2751416235
696	0.2750526325
697	0.2749492222
698	0.2748839444
699	0.2747440725
700	0.2746693068
701	0.2745344675
702	0.2744270745
703	0.2742711315
704	0.2741848009
705	0.2741057138
706	0.2739584209
707	0.2738241395
708	0.2737259628
709	0.2735472226
710	0.2732291565
711	0.273136038
712	0.272984206
713	0.2728768299
714	0.2728105904
715	0.272669719
716	0.2726041926
717	0.2724988491
718	0.2723566976
719	0.2722429293
720	0.2721121429
721	0.2719331972
722	0.2717947128
723	0.2717470507
724	0.2716526413
725	0.2715469334
726	0.2714160793
727	0.2713418958
728	0.2710044882
729	0.2708297742
730	0.2707096487
731	0.2705990316
732	0.2704297958
733	0.2703533061
734	0.2701835039
735	0.2701088422
736	0.2700175419
737	0.2698271637
738	0.2697049041
739	0.2695854615
740	0.2694985955
741	0.2694267188
742	0.2693275899
743	0.2692003607
744	0.2691167629
745	0.268972533
746	0.2688779912
747	0.2686279871
748	0.2685099252
749	0.2683721701
750	0.2682627956
751	0.2681487667
752	0.2680201282
753	0.2678917133
754	0.2677562992
755	0.2676785342
756	0.2675953423
757	0.2674042408
758	0.2672923889
759	0.2671604313
760	0.2670756852
761	0.2669976262
762	0.2669217387
763	0.2668138213
764	0.2665338213
765	0.2663925107
766	0.2662186852
767	0.2661188446
768	0.2659838298
769	0.2659023469
770	0.2657541551
771	0.2656810792
772	0.2655268163
773	0.2654215732
774	0.2651715923
775	0.265114461
776	0.264999905
777	0.2649144254
778	0.2648322268
779	0.2647538402
780	0.2645799731
781	0.2644579004
782	0.2643683897
783	0.264287123
784	0.2641717644
785	0.2640556818
786	0.2639349633
787	0.2638327645
788	0.2637570494
789	0.2636161286
790	0.2634813074
791	0.2633462091
792	0.2631809038
793	0.2630761477
794	0.2629973121
795	0.26286051
796	0.2627811444
797	0.262710568
798	0.2626204844
799	0.2625557634
800	0.2624857432
801	0.2623846817
802	0.2623262904
803	0.2622239711
804	0.2621485307
805	0.2620768749
806	0.2620332512
807	0.2618596361
808	0.2617857349
809	0.2617103206
810	0.2615975083
811	0.2615263693
812	0.2614420978
813	0.2613072623
814	0.2611566801
815	0.2610022545
816	0.2607914257
817	0.2606718009
818	0.2605603309
819	0.2604913787
820	0.2603701506
821	0.2602413008
822	0.2600533659
823	0.2599900214
824	0.2599013121
825	0.2597899001
826	0.259738705
827	0.2596627502
828	0.2595529231
829	0.2595112242
830	0.2593130579
831	0.259211869
832	0.2591321198
833	0.259075186
834	0.2589219632
835	0.2587603954
836	0.2586704606
837	0.2585872027
838	0.2584866929
839	0.2583484748
840	0.2582067072
841	0.2580177116
842	0.2579389134
843	0.2578347425
844	0.2577432617
845	0.2576478474
846	0.2575468678
847	0.2574670969
848	0.2573963444
849	0.2572932846
850	0.2572216595
851	0.257098073
852	0.2570053745
853	0.2568609415
854	0.2567612862
855	0.2565775787
856	0.2564838922
857	0.2562838046
858	0.256143584
859	0.2560485896
860	0.2559458829
861	0.2558351568
862	0.2557547575
863	0.2556823026
864	0.2556048519
865	0.2555293269
866	0.2553618347
867	0.2552742311
868	0.2551337847
869	0.2550097806
870	0.2547250987
871	0.254640775
872	0.2545781331
873	0.2544635425
874	0.2543620223
875	0.2542678483
876	0.2541448374
877	0.2540095897
878	0.2539327678
879	0.2538795398
880	0.25381283
881	0.2536670906
882	0.2535690043
883	0.2531691515
884	0.2530694529
885	0.2528938742
886	0.2528024268
887	0.2525671723
888	0.2524961659
889	0.2524082147
890	0.2523259301
891	0.2522556907
892	0.2521356758
893	0.252033799
894	0.2519151092
895	0.2518476478
896	0.2517270515
897	0.2516239538
898	0.251507892
899	0.2513945141
900	0.251220464
901	0.2510338582
902	0.2509519804
903	0.2508736288
904	0.2507743399
905	0.2507115649
906	0.2506256374
907	0.2504469946
908	0.2503646265
909	0.2502930799
910	0.2502324452
911	0.2501268932
912	0.2500001988
913	0.2499138711
914	0.249853012
915	0.2496843518
916	0.2496151862
917	0.24948085
918	0.2493729896
919	0.2492551198
920	0.2491335701
921	0.24899993
922	0.2489330166
923	0.2488194535
924	0.2484962641
925	0.2483572432
926	0.2482355384
927	0.2481354002
928	0.2479520958
929	0.2478500029
930	0.2477487397
931	0.2476392231
932	0.2475535202
933	0.247413071
934	0.2473440651
935	0.247217461
936	0.2471245828
937	0.2470500913
938	0.2469659802
939	0.2468467657
940	0.2467181395
941	0.2466265239
942	0.2464516531
943	0.2463589242
944	0.2462680707
945	0.2461689544
946	0.2460785961
947	0.2459573185
948	0.2458254887
949	0.2457290779
950	0.2456306257
951	0.2455613841
952	0.2453335777
953	0.2452633074
954	0.24520952
955	0.2450115528
956	0.2449441903
957	0.2448235526
958	0.2446747537
959	0.2445733663
960	0.2443241776
961	0.2442475946
962	0.2441584153
963	0.2440119045
964	0.2439438088
965	0.2438568916
966	0.2437493069
967	0.2436192535
968	0.2435427639
969	0.2434447322
970	0.243258801
971	0.2431657687
972	0.2430735773
973	0.2429687444
974	0.2429045855
975	0.2427961135
976	0.2427068703
977	0.2426332772
978	0.2425639656
979	0.2424930769
980	0.2424270462
981	0.2423538484
982	0.2422764772
983	0.2421228728
984	0.2419934356
985	0.2418903787
986	0.2418097883
987	0.2417179918
988	0.2416255024
989	0.2415971893
990	0.2415309471
991	0.2414664095
992	0.241353003
993	0.2412688695
994	0.241185191
995	0.2411125479
996	0.2409563072
997	0.2408641664
998	0.2407207383
999	0.240637016
